word,mean,Junior,Senior,CET4,CET6,GEE,GRE,SAT,TOEFL,check
tug,n. 拖船；拖曳；苦干 v. 用力拉；竞争；努力做,,,,☆,☆,,,☆,
tuition,n. 教学， 讲授， 指导； 学费,,,☆,☆,☆,,,☆,
tulip,n. 郁金香,,,,☆,,,,☆,
tumble,vi. 跌倒，摔下，滚下；翻滚；暴跌；不由自主地卷入 n. 跌倒， 摔倒,,,,☆,☆,☆,,☆,
tumid,a. 肿起的，肿胀的,,,,,,☆,,,
tumor,n. 肿瘤；肿块；赘生物,,,☆,,☆,,☆,,
tumour,n. [肿瘤] 瘤；肿瘤；肿块,,,,,☆,,,,
tumult,n. 骚动；骚乱；吵闹；激动,,,,,,☆,☆,,
tumultuous,adj.  喧嚣的， 动乱的； 激动的,,,,,,,☆,,
tuna,n. 金枪鱼,,,,☆,,,,☆,
tundra,n. [生态] 苔原；[地理] 冻原；冻土地带,,,,,,☆,☆,☆,
tune,v. 调音； 调频；调整； 调节 n. 调子， 曲调,,☆,☆,,☆,,,☆,
tunnel,n. 隧道；坑道；洞穴通道 v. 挖；在…打开通道；在…挖掘隧道,,,☆,☆,☆,,,☆,
turbine,n. [动力] 涡轮；[动力] 涡轮机,,,☆,,☆,,,☆,
turbulence,"n. 骚乱, 动荡",,,,☆,,,,☆,
turbulent,adj. 骚乱的，混乱的；狂暴的；吵闹的；激流的，湍流的,,,,☆,☆,☆,,☆,
tureen,n. 有盖的汤碗,,,,,,☆,,,
turgid,a.浮肿的，肿胀的；(贬)(文，语言)浮夸的,,,,,,☆,☆,,
turkey,n.  火鸡； [T-] 土耳其,☆,☆,,,☆,,,☆,
turmeric,"n. [植]姜黄, 姜黄根, 姜黄根粉末",,,,,,,,☆,
turmoil,n.  骚动， 混乱； 焦虑,,,,,☆,☆,☆,☆,
turn,v. 转动，使旋转；转弯；翻过来；兑换 n. 转弯；变化；(损害或有益于别人的)行为，举动，举止,☆,☆,,,☆,,,☆,
turncoat,n.背叛者，变节者,,,,,,☆,,,
turning,n. 转向；旋转；回转；转弯处 v. 旋转（turn的ing形式）,,☆,,,,,,,
turnip,n. [植]芜箐(甘蓝),,,,,,,,☆,
turnout,n.  出席人数； 产量， 产额,,,,,,,,☆,
turnover,n. 翻覆；[贸易] 营业额；流通量；半圆卷饼；失误 adj. 翻过来的；可翻转的,,,,☆,☆,,,☆,
turnpike,n.  收费公路,,,,,,,,☆,
turpitude,n.邪恶，卑鄙(行为),,,,,,☆,☆,,
turquoise,n.绿松石；a.蓝绿的,,,,,,☆,,,
turret,n.塔楼，角塔,,,,,,☆,,,
turtle,n.  龟， 海龟,☆,,,☆,,,,☆,
tusk,n. 长牙 v. 以牙刺戳,,,,,,☆,,☆,
tussle,v&n.扭打，搏斗；争辩,,,,,,☆,,,
tutelage,n.  指导； 教导,,,,,,☆,☆,☆,
tutor,v. 当…导师， 当…家庭教师 n. 导师；家庭教师，私人教师,☆,☆,☆,☆,☆,☆,,☆,
tutorship,n.  家庭教师； 辅导,,,,,,,☆,,
tuxedo,n.无尾礼服(半正式晚礼服),,,,,,☆,,,
tv,abbr. 电视（television）,,,,,☆,,,,
twaddle,n. 胡说八道，瞎扯,,,,,,☆,,,
twain,"n. 两, 双, 二",,,,,,,,☆,
tweak,"v. 扭,拧，揪；调节，微调",,,,,,☆,,,
twelfth,adj. 第十二的，第十二个的；十二分之一的 n. 第十二；月的第十二日,☆,☆,,,,,,,
twelve,n. 十二；十二个 num. 十二；十二个 adj. 十二的；十二个的,☆,☆,,,,,,☆,
twentieth,n. 二十分之一 adj. 第二十的；二十分之一的 num. 第二十,☆,☆,,,,,,☆,
twenty,n. 二十；二十年代 num. 二十 adj. 二十的,☆,☆,,,,,,☆,
twice,adv.  两次； 两倍,☆,☆,,,,,,☆,
twig,n.  嫩枝， 小枝,,,,,,☆,,☆,
twilight,n. 黄昏,,,,☆,,,,,
twin,adj.  孪生的， 成双的 n. 孪生儿之一，双胞胎之一,☆,☆,☆,,☆,,,☆,
twine,v.  缠绕， 盘绕， 围绕 n. 细绳,,,,,,,,☆,
twinge,n. 阵痛；悔恨 v. 使刺痛；使感到剧痛,,,,,,☆,☆,,
twinkle,v. 闪烁；发亮 n. 闪烁,,,,,☆,,,,
twinkling,adj.  闪光的 n. 瞬间，一眨眼,,,,,,,,☆,
twist,v. 缠绕，盘绕；转动，旋动；捻，搓；歪曲，曲解；扭歪，扭伤；曲折前进；转身 n. 扭弯； 转折， 转变； 弯曲， 曲折处,,☆,☆,☆,☆,,,☆,
two,n. 两个 adj. 两个的 num. 二,☆,☆,,,,,,,
tycoon,"n. 有钱有势的企业家,大亨",,,,,,☆,,☆,
type,n. 类型，品种；模范；样式 v. 打字；测定（血等）类型,☆,☆,☆,,,,,,
typewriter,n. 打字机,,☆,☆,,☆,,,,
typhoon,n. [气象] 台风,,☆,,,☆,☆,,,
typical,adj. 典型的；特有的；象征性的,,☆,☆,☆,☆,,☆,☆,
typify,v. 代表；作为…的典型；具有…的特点,,,,,,,☆,☆,
typist,n. 打字员，打字者,,☆,☆,,☆,,,,
typo,n.排印错误,,,,,,☆,,,
typographical,a.印刷上的,,,,,,☆,,,
typography,n. 排印；[印刷] 活版印刷术；印刷格式,,,,,,,☆,,
tyrannical,adj.  专制的， 残暴的， 专横的,,,,,,,,☆,
tyranny,n. 暴政；专横；严酷；残暴的行为（需用复数）,,,,☆,,☆,☆,,
tyrant,n. 暴君；专制君主,,,,☆,,☆,,,
tyre,vt. 装轮胎于 n. [橡胶] 轮胎；轮箍,,☆,☆,,,,,,
tyro,n.  生手； 初学者； 新手,,,,,,☆,☆,,
ubiquitous,adj.  到处存在的，  普遍存在的,,,,,,☆,☆,☆,
ugly,adj.  难看的， 丑陋的； 有敌意的,☆,☆,☆,,☆,☆,,,
ulcer,n.溃疡；腐烂物,,,,,,☆,,,
ulcerate,v. 溃烂，生恶疮,,,,,,☆,,,
ulterior,adj. 将来的，较远的；在那边的；隐秘不明的,,,,,,☆,☆,,
ultimate,adj. 最后的，最终的；根本的 n.  最好的事物； 最大的或最先进的事物,,,☆,☆,☆,☆,☆,☆,
ultimately,adv. 最后，最终,,,☆,,,,,☆,
ultimatum,n. 最后通牒；最后结论；基本原理,,,,,,,☆,☆,
ultramontane,n. 山那边的人；教皇绝对权力主义者 adj. 山那边的,,,,,,,☆,,
ultramundane,a. 超俗的，世界之外的,,,,,,☆,,,
ultrasonic,adj. 超声的 n. 超声波,,,,☆,,,,,
ultraviolet,adj. 紫外的；紫外线的 n. 紫外线辐射，紫外光,,,,☆,☆,,,☆,
umbrage,n.不快，感到受了侮辱或冒犯,,,,,,☆,,,
umbrella,n. 雨伞；保护伞；庇护；伞形结构,☆,☆,☆,,☆,,,,
umpire,n.裁判；v.对?进行仲裁,,,,,,☆,,,
unable,adj. 不会的，不能的；[劳经] 无能力的；不能胜任的,☆,☆,,,,,,☆,
unacceptable,"adj. 不能接受的, 不受欢迎的",,,,,,,,☆,
unaccountable,adj. 无责任的；莫名其妙的；不可理解的,,,,,,,☆,,
unadorned,adj.  未装饰的， 朴实的,,,,,,,,☆,
unaffected,adj. 不受影响的；自然的；真挚的；不矫揉造作的,,,,,,☆,☆,,
unaffordable,adj. 买不起的，负担不起的,,,☆,,,,,,
unaided,adj.  未受协助的， 独立的,,,,,,,,☆,
unaltered,adj. 未被改变的,,,,,,,,☆,
unanimity,n. 同意，全体一致,,,,,,,☆,☆,
unanimous,adj. 全体一致的；意见一致的；无异议的,,,,☆,☆,☆,☆,☆,
unanswered,"adj. 未答复的,无反应的",,,,,,,,☆,
unanticipated,adj. 不曾预料到的,,,,,,,,☆,
unassuming,adj. 谦逊的；不装腔作势的；不出风头的,,,,,,☆,☆,,
unattractive,"adj. 无魅力的, 无吸引力的",,,,,,,,☆,
unavailable,adj. 难以获得的,,,,,,,,☆,
unavoidable,adj. 不可避免的,,,,,,,,☆,
unavoidably,"adv. 不可避免地,不得已地",,,,,,,,☆,
unaware,"adj. 不知道的, 没觉察到的",,,,,,,,☆,
unawares,adv.  不料， 吃惊地； 不知不觉地,,,,,,,☆,,
unbalance,"v. 使失衡,使精神紊乱n失衡",,,,,,,,☆,
unbearable,adj. 难以忍受的；承受不住的,,☆,☆,,,,,,
unbecoming,adj. 不适当的，不相称的；不合身的，不得体的,,,,,,☆,☆,,
unbelievable,adj.  难以置信的,,☆,,,,,,☆,
unbend,v.弄直；放松，变得随便,,,,,,☆,,,
unbiased,adj. 公正的；无偏见的,,,,☆,,,☆,☆,
unbidden,a. 未经邀请的,,,,,,☆,,,
unbind,"v. 解开, 解放",,,,,,,,☆,
unbosom,v. 倾诉，吐露心事,,,,,,☆,,,
unbreakable,"adj. 不易破碎的, 牢不可破的",,,,,,,,☆,
unbridgeable,adj.  不能架桥的； 不能逾越的,,,,,,,,☆,
unbridled,a. 放纵的,,,,,,☆,,,
unbroken,adj. 不间断的,,,,,,,,☆,
uncanny,adj.  神秘的； 易乎寻常的,,,,,,☆,,☆,
uncarved,adj. 没雕刻的,,,,,,,,☆,
uncertain,adj. 无常的；含糊的；靠不住的；迟疑不决的,,☆,☆,☆,,,,☆,
uncertainty,"n. 无常, 不确定",,,,,,,,☆,
unchangeable,"adj. 不变的,不能改变的",,,,,,,,☆,
unchanging,adj. 不变的,,,,,,,,☆,
uncharted,"adj. 地图上没标明的,未知的",,,,,,,,☆,
uncle,n.  伯父， 叔父， 舅父， 姑父， 姨父,☆,☆,,,,,,☆,
unclear,adj. 不清楚的,,,,,,,,☆,
uncomfortable,adj.  不舒服的； 不舒适的； 感到不安的， 不自在的,☆,☆,,,,,,☆,
uncommitted,a.不受约束的；不承担责任的,,,,,,☆,,,
uncommon,"adj. 不凡的, 难得的",,,,,,,,☆,
uncompetitive,adj. 非竞争性的,,,,,,,,☆,
unconditional,adj. 无条件的；绝对的；无限制的,,☆,,,,,,,
unconscionable,adj. 不合理的；昧着良心的；肆无忌惮的；过度的,,,,,,☆,☆,,
unconscious,adj.  无意识的， 失去知觉的； 不知道的， 没觉察到,,☆,☆,,,☆,☆,,
unconsciously,adv. 无意识地；不觉察地,,,,,,,,☆,
unconsolidated,adj.  松散的， 疏松的,,,,,,,,☆,
uncontested,"adj. 无争论的, 无异议的",,,,,,,,☆,
uncontrollably,"adj. 无法管束的, 控制不住的",,,,,,,,☆,
unconventional,"adj. 非传统的, 不合惯例的",,,,,,,,☆,
uncooked,adj. 未煮过的,,,,,,,,☆,
uncooperative,"adj. 不合作的, 不配合的",,,,,,☆,,☆,
uncorrupt,adv. 不腐败的;廉洁的,,,,,,,,☆,
uncounted,"adj. 无数的,没有数过的",,,,,,,,☆,
uncouth,a.粗野笨拙的，无教养的；拙于说话的,,,,,,☆,,,
uncover,vt. 揭露， 暴露； 揭开…的盖子,,,☆,,☆,,,☆,
uncritical,"adj. 无批判力的,不加批判的",,,,,,,,☆,
uncrumple,"vt. 去掉…的皱纹,使回复到平整状态",,,,,,,,☆,
unctuous,adj.  油脂的； 塑性的； 假装虔诚的， 假殷勤的,,,,,,☆,☆,,
undecided,"adj. 未定的, (天气等)不稳定的",,,,☆,,,,☆,
undeniable,"adj. 不可否认的, 无可辩驳的",,,,,,,,☆,
under,prep. 低于，少于；在之下 adv. 在下面；在下方 adj. 下面的；从属的,☆,☆,,,,,,,
underbid,v.要价过低,,,,,,☆,,,
undercharge,v. 充电不足；索价低于常价；弹药装填不足 n. 充电不足；低的索价；填不够量的火药,,,,,,,☆,,
undercut,v.削价与(竞争者)抢生意,,,,,,☆,,,
underdog,n.处于劣势的人或国家,,,,,,☆,,,
underestimate,vt. 对…估计不足，低估 n. 估计不足， 低估,,,,☆,☆,,,☆,
underestimated,a.低估的,,,,,,☆,,,
underexposure,n. [摄] 曝光不足,,,,,,,☆,,
underfoot,"adv. 在脚下面, 踩着地",,,,,,,,☆,
underfunded,adj. 资金不足的,,,,☆,,,,,
undergird,v.从底部加强，加固,,,,,,☆,,,
undergo,vt. 经历， 经受， 忍受； 接受,,,☆,☆,☆,,,☆,
undergraduate,n. 大学生；大学肄业生 adj. 大学生的,,,☆,,☆,,,☆,
underground,adv.  在地下， 往地下； 秘密地， 不公开地 adj.  地下的； 秘密的， 不公开的 记 组合词： under + ground → 地下的,☆,☆,☆,,☆,,,☆,
underhanded,a.不光明的，卑鄙的,,,,,,☆,,,
underlie,v. 成为……的基础；位于……之下,,,,,☆,,☆,☆,
underlies,"v. 位于之下, 成为的基础",,,,,,,,☆,
underline,v. 强调；在…下面划线；预告 n. 下划线；下期节目预告,,☆,☆,☆,☆,,,,
underling,n.  部下， 下属； 走卒,,,,,,☆,☆,,
underlying,adj. 潜在的；根本的；在下面的；优先的 v. 放在…的下面；为…的基础；优先于（underlie的ing形式）,,,,☆,☆,☆,,☆,
undermine,v.  暗中破坏， 逐渐削弱； 侵蚀…的基础,,,☆,☆,☆,☆,☆,☆,
underneath,prep. 在…的下面；在…的形式下；在…的支配下 adv. 在下面；在底下 n. 下面；底部 adj. 下面的；底层的,,,☆,,☆,,,☆,
undernutrition,n. 营养不良,,,,,,,,☆,
underplay,v.淡化?的重要性；表演(角色)不充分,,,,,,☆,,,
underrate,v.低估，轻视，对?评价过低,,,,,,☆,,,
underrepresented,adj. 未被充分代表的,,,,☆,,,,,
underscore,v. 强调；划线于…下 n. 底线，[计] 下划线,,,,☆,,☆,☆,☆,
undersell,v.  以低于市价售出； 抛售,,,,,,,☆,,
undersize,adj. 不够大的；小于一般尺寸的 n. 尺寸不足,,,,,,,☆,,
undersize d,adj.  较一般为小的， 不够大的,,,,,,,☆,,
understand,v.  [understood-understood] 理解， 懂； 了解， 意识到； 认为， 以为,☆,☆,,,☆,,,,
understandable,"adj. 可理解的,能够懂的",,,,,,,,☆,
understandably,adv. 可理解地,,,,,,,,☆,
understanding,n. 谅解，理解；理解力；协议 adj. 了解的；聪明的；有理解力的 v. 理解；明白（understand的ing形式）,,☆,☆,,☆,,,,
understate,v. 少说，少报；保守地说；有意轻描淡写,,,,,,☆,☆,☆,
understated,a.不完全陈述的，轻描淡写的,,,,,,☆,,,
understatement,n.轻描淡写的陈述，不充分的陈述,,,,,,☆,,,
understory,n. 林下叶层,,,,,,,,☆,
understudy,n.预备演员，替角；v.充当?的替角,,,,,,☆,,,
undertake,vt. 承担， 担任 <；许诺， 保证；着手， 从事,,☆,☆,☆,☆,,,☆,
undertaking,n.  任务， 项目； 事业， 企业； 承诺， 保证,,,,☆,,,,☆,
underutilized,a.未充分利用的,,,,,,☆,,,
undervalue,v. 低估之价值；看轻,,,☆,,,,☆,,
underwater,adv.  在水下， 在水中 adj. 水下的；水下使用的；水下行动的,☆,,,,,,,☆,
underwear,n. 衫衣，内衣，贴身衣,,☆,,☆,,,,,
underwing,"n. 后翅, 后翅色彩瑰丽的蛾",,,,,,,,☆,
underworld,n. 黑社会,,,,,,,,☆,
underwrite,v.同意负担?的费用；为?保险,,,,,,☆,,,
undeserved,a.不应得的，不公平的,,,,,,☆,,,
undesirable,adj. 不受欢迎的， 令人不快的,,,,☆,☆,☆,,☆,
undeveloped,"adj. 不发达的, 未开发的",,,,,,,,☆,
undifferentiated,"adj. 无差别的, 一致的",,,,,,,,☆,
undirected,a.未受指导的,,,,,,☆,,,
undiscovered,adj. 未被发现的,,,,,,,,☆,
undisputable,a. 无可争辩的，毫无疑问的,,,,,,☆,,,
undisputed,adj. 无可置辩的,,,,,,,,☆,
undisturbed,adj. 未受干扰的,,,,,,,,☆,
undivided,adj. 专心的；专一的；未分开的；完整的 v. 未分开（undivide的过去式和过去分词）,,☆,,,,,,,
undo,vt. 解开， 打开； 取消， 撤销,,☆,☆,,☆,,,,
undocumented,adj. 无证明的,,,,☆,,,,,
undoubtedly,adv. 毋庸置疑地， 肯定地,,,☆,,☆,,,☆,
undue,adj. 过度的，过分的；不适当的；未到期的,,,,,,,☆,,
undulate,v. 起伏，波动；震动；呈波浪形 adj. 波动的；起伏的；波浪形的,,,,,,☆,☆,,
unduly,adv.  不适当地， 过度地， 不正当地,,,,,,,☆,,
unearned,adj. 不劳而获的,,,,,,,,☆,
unearth,vt.  掘出， 发掘； 揭露,,,,,,☆,,☆,
unearthly,a.奇异的，超自然的,,,,,,☆,,,
uneasy,adj. 不安的， 焦虑的；不稳定的； 紧张的,,,☆,☆,☆,,,,
uneducated,adj. 没受教育的；文盲的,,,,,,,,☆,
unemployed,"adj. 失业的, 未被利用的",,,,,,,,☆,
unemployment,n. 失业；失业率；失业人数,,☆,,☆,☆,,,☆,
unending,"adj. 不断的, 不断重复的",,,,,,,,☆,
unenlightened,a.愚昧无知的；不文明的,,,,,,☆,,,
unequal,adj.  不同的， 不相等的； 不平等的， 不相称的； 不胜任的,,,,,,,,☆,
unequivocal,adj.  明确的； 坦白的， 直率的,,,,,,,☆,,
unethical,adj. 不道德的,,,,☆,,,,,
uneven,adj.  不平均的； 不平坦的； 不规则的； 不势均力敌的； 不公平的,,,,☆,,,,☆,
unevenly,"adv. 不平坦地, 不均衡地",,,,,,,,☆,
unexceptionable,a.无可非议的,,,,,,☆,,,
unexceptional,a. 非例外的，普通的，平凡的,,,,,,☆,,,
unexpected,"adj. 想不到的, 意外的, 未预料到",,,☆,☆,☆,,,☆,
unexpectedly,"adv. 出乎意料地,意外地",,,,,,,,☆,
unexplored,adj. [地质] 未勘查过的,,,,,,,,☆,
unfailing,a.无尽的，无穷的,,,,,,☆,,,
unfailingly,"adv. 无穷尽地, 可靠地",,,,,,,,☆,
unfair,adj.  不公平的， 不公正的,,☆,,,,,,☆,
unfairly,"adv. 不公平地,不正当地",,,,,,,,☆,
unfamiliar,adj.  不熟悉的,☆,,,,,,,☆,
unfasten,v.解开,,,,,,☆,,,
unfavorable,adj.  相反的； 不适宜的， 不顺利的； 令人不快的,,,,,,,☆,,
unfavorably,"adv. 不利地,不适宜地",,,,,,,,☆,
unfeigned,a.真实的；不作假的,,,,,,☆,,,
unfertilized,"adj. 未施肥的,  未受精的",,,,,,,,☆,
unfit,adj. 不适宜的；不合格的；不健康的 v. 使不合格；使不相宜；使不胜任,,☆,,☆,,,,,
unflappable,a.不惊慌的，镇定的,,,,,,☆,,,
unfocused,"adj. 未聚焦的,无焦点的",,,,,,,,☆,
unfold,v. 展开， 打开； 显露， 展现,,☆,,☆,☆,☆,,☆,
unforeseen,adj. 无法预料的,,,,,,,,☆,
unfortunate,adj. 不幸的；令人遗憾的；不成功的,,☆,,,,,,☆,
unfortunately,"adv. 不幸地, 遗憾地",,☆,☆,,☆,,,☆,
unfounded,a.无事实根据的,,,,,,☆,,,
unfriendly,adj.  不友好的， 冷漠的,☆,,,,,,,,
ungainly,adj. 笨拙的；不雅的 adv. 笨拙地；不雅地,,,,,,☆,☆,,
ungrudging,a.慷慨的,,,,,,☆,,,
unguent,n.药膏，软膏,,,,,,☆,,,
unhappy,adj.  不快乐的； 不幸的， 悲惨的,☆,☆,,,,,,☆,
unhealthy,adj. 不健康的；危险的；有害身心健康的,☆,☆,,,,,,,
unhindered,"adj. 无阻的, 不受阻碍的",,,,,,,,☆,
unicorn,n.(传说中的)独角兽,,,,,,☆,,,
unidimensional,a.一方面的；一维的,,,,,,☆,,,
unification,n.统一，一致,,,,,,☆,,,
unified,adj. 统一的,,,,☆,,,,,
uniform,adj. 统一的；一致的；相同的；均衡的；始终如一的 n. 制服 v. 使穿制服；使成一样,☆,☆,☆,,☆,☆,☆,☆,
uniformitarianism,n. [地质]均变论,,,,,,,,☆,
uniformity,n.  同样， 一致； 一致性,,,,,,,,☆,
uniformly,adv. 相同地；一贯,,,,☆,,,,,
unify,vt. 使联合， 统一； 使相同， 使一致,,,,☆,☆,☆,☆,☆,
unilateral,adj. 单边的；[植] 单侧的；单方面的；单边音；（父母）单系的,,,,,,☆,☆,,
unimaginable,"adj. 不能想象的, 想象不到的",,,,,,,,☆,
unimpassioned,a.没有激情的,,,,,,☆,,,
unimpeachable,a.无可指摘的，无可置疑的,,,,,,☆,,,
unimportant,adj.  不重要的， 琐碎的,☆,☆,,,,,,☆,
unincorporated,"n. 未联合的,未合并的",,,,,,,,☆,
uninformed,adj. 无知的，未受过教育的,,,,☆,,,,,
uninhabitable,adj. 不适宜居住的,,,,,,,,☆,
uninhabited,"adj. 无人居住的,杳无人迹的",,,,,,,,☆,
uninitiated,a.外行的，缺乏经验的,,,,,,☆,,,
unintended,adj. 意想不到的,,,☆,,,,,,
unintentionally,"adv. 无意地,非故意地",,,,☆,,,,☆,
uninteresting,adj. 无趣味的，乏味的,,,,,,,,☆,
uninterrupted,"adj. 不停的, 连续的",,,,,,,,☆,
union,n. 协会， 工会， 同盟；联合， 合并；一致， 融洽 <,,☆,☆,,☆,,,☆,
unionization,"n. 联合, 结合",,,,,,,,☆,
unique,adj. 独特的，稀罕的；[数] 唯一的，独一无二的 n. 独一无二的人或物,,☆,☆,☆,☆,☆,,☆,
uniquely,"adv. adv独特地, 唯一地",,,,,,,,☆,
uniqueness,"n. 唯一性, 独特性",,,,,,,,☆,
unison,n. 齐奏，齐唱；一致的或协调的行动,,,,,,☆,,,
unisonous,adj.  和谐的； 同音的,,,,,,,☆,,
unit,n.  单位； 单位； 部件， 元件， 装置； 单元,☆,☆,☆,,☆,,☆,☆,
unite,v. 使…混合；使…联合；使…团结,,☆,☆,,☆,,,,
unity,n.  团结一致， 统一， 联合； 协调； 统一体,,,☆,☆,☆,,,☆,
universal,adj. 普遍的；通用的；宇宙的；全世界的；全体的 n. 一般概念；普通性,,☆,☆,,☆,,,☆,
universality,"n. 普遍性, 一般性",,,,,,,,☆,
universally,adv. 普遍地，一般地,,,,☆,,,,☆,
universe,n. 宇宙， 世界； 领域， 范围,,☆,☆,☆,☆,,,☆,
university,n. 大学；综合性大学；大学校舍,☆,☆,,,☆,,,☆,
univocal,a.单一意思的，意思明确的,,,,,,☆,,,
unjust,adj. 不公平的,,,,,,,,☆,
unjustified,a.未被证明为正当的，无法解释的,,,,,,☆,,,
unjustly,adv.不正当地，不公平地,,,,,,☆,,,
unkempt,adj.   不整洁的， 未梳理的，  蓬乱的,,,,,,☆,☆,,
unknowing,"adj. 没查觉的, 无知的",,,,,,,,☆,
unknown,adj. 未知的；陌生的，默默无闻的 n. 未知数；未知的事物，默默无闻的人,,☆,☆,,,,☆,☆,
unleash,v.发泄，释放,,,,,,☆,,,
unless,conj. 除非，如果不 prep. 除…之外,☆,☆,☆,,,,,☆,
unlike,adj. 不同的，不相似的 prep. 和…不同，不像,,☆,☆,,☆,,,☆,
unlikely,adj. 未必的； 不可能的； 靠不住的,,,☆,,☆,,,,
unlimited,adj. 无限的；过渡的,,,,☆,,,,☆,
unload,v. 卸， 卸货； 下客； 退出子弹； 卸下胶卷,,,☆,,☆,,,☆,
unlock,v. 开…的锁；开启,,,,☆,,,,,
unmanageable,"adj. 难处理的, 难控制的",,,,,,,,☆,
unmarried,adj. [法] 未婚的；单身的；独身的 v. 离婚（unmarry的过去分词）,,☆,,,,,,☆,
unmatched,"adj. 无与伦比的,不相配的",,,,,,,,☆,
